track_name,artist,year,views,is_hit,genre,listeners,playcount,tags,lyric_positivity,slang_count,primary_theme,bpm,energy,danceability,valence,acousticness,loudness,key,mode,spectral_flatness,zero_crossing_rate,mfcc_mean,spectral_contrast,poly_features,instrumentalness,liveness,speechiness,sub_genre
Fica (Remix),Pop Brasil,2020,3337,0,pop,258586,779763,"brazilian,pop,mpb,rnb",0.77,1,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Paradinha #456,Anitta,2020,3869,0,pop,841815,4585498,"brazilian,pop,mpb,rnb",0.46,4,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Envolver (Radio Edit),Anitta,2020,1350,0,pop,75411,1104260,"brazilian,pop,mpb,rnb",0.71,15,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Envolver #293,Anitta,2020,4602,0,pop,697953,2868656,"brazilian,pop,mpb,rnb",0.55,9,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Chico #66,Luisa Sonza,2020,3221,0,pop,548136,241656,"brazilian,pop,mpb,rnb",0.67,1,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Boys Don't Cry (Remix),Anitta,2020,1033,0,pop,587370,1505679,"brazilian,pop,mpb,rnb",0.65,7,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Pupila #154,Pop Brasil,2020,3529,0,pop,867992,3733401,"brazilian,pop,mpb,rnb",0.84,14,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Essa Eu Fiz Pro Nosso Amor #209,Jão,2020,742,0,pop,741632,4847973,"brazilian,pop,mpb,rnb",0.11,4,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Rainha da Favela #105,Ludmilla,2020,4067,0,pop,156943,1960692,"brazilian,pop,mpb,rnb",0.63,2,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Cheguei #267,Ludmilla,2020,2335,0,pop,31781,567377,"brazilian,pop,mpb,rnb",0.29,13,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Pirata #112,Jão,2020,3356,0,pop,748847,3760686,"brazilian,pop,mpb,rnb",0.68,15,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Essa Eu Fiz Pro Nosso Amor #477,Jão,2020,2976,0,pop,565777,4585897,"brazilian,pop,mpb,rnb",0.27,9,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
"Amarelo, Azul e Branco #326",Pop Brasil,2020,2917,0,pop,316379,1476754,"brazilian,pop,mpb,rnb",0.64,7,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Chico #346,Luisa Sonza,2020,3898,0,pop,350454,1947493,"brazilian,pop,mpb,rnb",0.31,7,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Onde Você Mora #240,Pop Brasil,2020,935,0,pop,522545,1115465,"brazilian,pop,mpb,rnb",0.38,11,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Flash #227,Ludmilla,2020,956,0,pop,49600,4309331,"brazilian,pop,mpb,rnb",0.7,5,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Vou Morrer Sozinho #450,Jão,2020,1485,0,pop,585710,4271160,"brazilian,pop,mpb,rnb",0.29,9,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Idiota #274,Jão,2021,17408098,1,pop,499537,464034,"brazilian,pop,mpb,rnb",0.24,4,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Campo de Morango #478,Luisa Sonza,2021,35430528,1,pop,388099,3942716,"brazilian,pop,mpb,rnb",0.45,11,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Maldivas #424,Ludmilla,2021,11896845,1,pop,568058,3889780,"brazilian,pop,mpb,rnb",0.45,3,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Fica #193,Pop Brasil,2021,29365623,1,pop,713871,2123148,"brazilian,pop,mpb,rnb",0.42,12,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Idiota #440,Jão,2021,5121741,1,pop,769878,3110792,"brazilian,pop,mpb,rnb",0.56,0,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Essa Eu Fiz Pro Nosso Amor #229,Jão,2021,6461108,1,pop,784085,2402552,"brazilian,pop,mpb,rnb",0.65,0,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Bang #466,Anitta,2021,4603942,1,pop,866562,3497315,"brazilian,pop,mpb,rnb",0.79,2,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Essa Eu Fiz Pro Nosso Amor #104,Jão,2021,32212275,1,pop,525741,937780,"brazilian,pop,mpb,rnb",0.36,5,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Idiota #116,Jão,2021,46864254,1,pop,412998,39403,"brazilian,pop,mpb,rnb",0.75,8,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Verdinha #115,Ludmilla,2021,5360667,1,pop,238833,686317,"brazilian,pop,mpb,rnb",0.27,15,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Rainha da Favela #201,Ludmilla,2021,31153183,1,pop,797380,2850337,"brazilian,pop,mpb,rnb",0.78,0,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Cheguei #362,Ludmilla,2021,16606788,1,pop,8735,3740357,"brazilian,pop,mpb,rnb",0.84,4,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Flash #83,Ludmilla,2021,32475425,1,pop,132642,713034,"brazilian,pop,mpb,rnb",0.64,15,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Anaconda #384,Luisa Sonza,2021,45110560,1,pop,972768,3026104,"brazilian,pop,mpb,rnb",0.22,13,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Flash (Remix),Ludmilla,2021,41872975,1,pop,790892,2850497,"brazilian,pop,mpb,rnb",0.22,11,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Chico #289,Luisa Sonza,2021,1342,0,pop,11900,4076573,"brazilian,pop,mpb,rnb",0.37,14,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Onde Você Mora #327,Pop Brasil,2021,3883,0,pop,135582,2496273,"brazilian,pop,mpb,rnb",0.2,6,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Chico #264,Luisa Sonza,2021,4236,0,pop,21541,4364246,"brazilian,pop,mpb,rnb",0.23,6,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Pupila #82,Pop Brasil,2021,2164,0,pop,417078,1168086,"brazilian,pop,mpb,rnb",0.35,8,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Coringa #39,Jão,2021,2168,0,pop,459105,538693,"brazilian,pop,mpb,rnb",0.35,0,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Campo de Morango #31,Luisa Sonza,2021,4954,0,pop,579337,725495,"brazilian,pop,mpb,rnb",0.23,9,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Socadona #486,Ludmilla,2021,2937,0,pop,3815,2279535,"brazilian,pop,mpb,rnb",0.65,3,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Coringa #92,Jão,2021,3107,0,pop,722326,4090952,"brazilian,pop,mpb,rnb",0.56,9,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Verdinha #277,Ludmilla,2021,1883,0,pop,880330,4138644,"brazilian,pop,mpb,rnb",0.72,2,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Chico #45,Luisa Sonza,2021,2163,0,pop,970208,4474932,"brazilian,pop,mpb,rnb",0.74,4,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Menina Solta #357,Pop Brasil,2021,1576,0,pop,239218,3213124,"brazilian,pop,mpb,rnb",0.64,14,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Essa Eu Fiz Pro Nosso Amor #469,Jão,2021,2640,0,pop,499208,2531510,"brazilian,pop,mpb,rnb",0.83,3,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Menina Solta #278,Pop Brasil,2021,3381,0,pop,152514,57875,"brazilian,pop,mpb,rnb",0.63,6,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Pupila #475,Pop Brasil,2021,2106,0,pop,726901,87965,"brazilian,pop,mpb,rnb",0.89,3,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Cheguei #57,Ludmilla,2021,2350,0,pop,63804,657224,"brazilian,pop,mpb,rnb",0.2,3,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Rainha da Favela #13,Ludmilla,2021,3779,0,pop,23514,3929097,"brazilian,pop,mpb,rnb",0.35,0,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Pupila #298,Pop Brasil,2021,4433,0,pop,364715,2841329,"brazilian,pop,mpb,rnb",0.83,8,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Chico #153,Luisa Sonza,2021,3365,0,pop,622646,2144749,"brazilian,pop,mpb,rnb",0.57,9,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Principalmente Sinto Sua Falta - Acústico,Luisa Sonza,2021,3725,0,pop,117215,4575616,"brazilian,pop,mpb,rnb",0.5,14,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Sagrado Profano #254,Luisa Sonza,2021,3826,0,pop,476357,3192541,"brazilian,pop,mpb,rnb",0.71,10,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Boys Don't Cry #371,Anitta,2021,4026,0,pop,703943,4157497,"brazilian,pop,mpb,rnb",0.78,4,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Vou Morrer Sozinho #215,Jão,2021,1314,0,pop,551839,4948728,"brazilian,pop,mpb,rnb",0.51,7,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Verdinha #316,Ludmilla,2021,3006,0,pop,840048,369326,"brazilian,pop,mpb,rnb",0.58,1,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Essa Eu Fiz Pro Nosso Amor (Radio Edit),Jão,2021,401,0,pop,206111,1355576,"brazilian,pop,mpb,rnb",0.85,10,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Fica #464,Pop Brasil,2021,1086,0,pop,623468,2090139,"brazilian,pop,mpb,rnb",0.23,10,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Rainha da Favela #54,Ludmilla,2021,1364,0,pop,960021,1249236,"brazilian,pop,mpb,rnb",0.28,10,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Vou Morrer Sozinho #61,Jão,2021,3916,0,pop,228424,3801886,"brazilian,pop,mpb,rnb",0.7,4,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Maldivas - Acústico,Ludmilla,2021,1661,0,pop,561691,2015554,"brazilian,pop,mpb,rnb",0.63,0,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Anaconda #344,Luisa Sonza,2021,4463,0,pop,892725,814259,"brazilian,pop,mpb,rnb",0.68,15,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Essa Eu Fiz Pro Nosso Amor #177,Jão,2021,4001,0,pop,248057,3738482,"brazilian,pop,mpb,rnb",0.19,15,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Anaconda #381,Luisa Sonza,2021,3919,0,pop,164977,1821204,"brazilian,pop,mpb,rnb",0.46,9,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Menina Solta (Remix),Pop Brasil,2021,2522,0,pop,840190,1613239,"brazilian,pop,mpb,rnb",0.23,15,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Girl From Rio #450,Anitta,2021,1213,0,pop,712367,2158701,"brazilian,pop,mpb,rnb",0.21,4,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Fica #212,Pop Brasil,2021,156,0,pop,749709,3647909,"brazilian,pop,mpb,rnb",0.51,0,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Socadona #278,Ludmilla,2021,4601,0,pop,989541,3273601,"brazilian,pop,mpb,rnb",0.45,11,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Vou Morrer Sozinho #3,Jão,2021,2114,0,pop,738948,4400232,"brazilian,pop,mpb,rnb",0.88,3,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Coringa #122,Jão,2021,4061,0,pop,575026,2570287,"brazilian,pop,mpb,rnb",0.12,11,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Anaconda #201,Luisa Sonza,2021,3279,0,pop,198074,2103537,"brazilian,pop,mpb,rnb",0.53,10,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
"Amarelo, Azul e Branco #193",Pop Brasil,2021,4330,0,pop,545249,1440235,"brazilian,pop,mpb,rnb",0.36,6,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Vou Morrer Sozinho #463,Jão,2021,2547,0,pop,606830,2332709,"brazilian,pop,mpb,rnb",0.14,9,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Girl From Rio #311,Anitta,2021,3416,0,pop,632246,3232886,"brazilian,pop,mpb,rnb",0.53,4,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Onde Você Mora #192,Pop Brasil,2021,3074,0,pop,4375,3335753,"brazilian,pop,mpb,rnb",0.16,5,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Idiota #276,Jão,2021,1829,0,pop,997583,1036801,"brazilian,pop,mpb,rnb",0.54,2,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Vai Malandra #113,Anitta,2021,1490,0,pop,789277,1186684,"brazilian,pop,mpb,rnb",0.23,12,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Idiota #196,Jão,2021,3222,0,pop,82052,4555856,"brazilian,pop,mpb,rnb",0.58,15,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Idiota #143,Jão,2021,817,0,pop,610270,2938870,"brazilian,pop,mpb,rnb",0.45,5,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Paradinha #261,Anitta,2021,634,0,pop,631355,1894658,"brazilian,pop,mpb,rnb",0.81,15,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Anaconda #256,Luisa Sonza,2021,4315,0,pop,726494,1120080,"brazilian,pop,mpb,rnb",0.35,2,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Bang #422,Anitta,2021,4241,0,pop,239789,949428,"brazilian,pop,mpb,rnb",0.81,1,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Cheguei #100,Ludmilla,2021,3182,0,pop,302017,4225959,"brazilian,pop,mpb,rnb",0.11,10,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Flash #18,Ludmilla,2021,4505,0,pop,384346,552304,"brazilian,pop,mpb,rnb",0.32,3,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Essa Eu Fiz Pro Nosso Amor #24,Jão,2021,1043,0,pop,817093,3515095,"brazilian,pop,mpb,rnb",0.64,15,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Pirata #164,Jão,2021,257,0,pop,272462,2570713,"brazilian,pop,mpb,rnb",0.22,2,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Girl From Rio #263,Anitta,2021,3218,0,pop,749007,3316145,"brazilian,pop,mpb,rnb",0.49,15,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Paradinha #469,Anitta,2021,3900,0,pop,230144,2356336,"brazilian,pop,mpb,rnb",0.39,5,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Chico #169,Luisa Sonza,2021,959,0,pop,36950,4203967,"brazilian,pop,mpb,rnb",0.58,1,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Bang #167,Anitta,2021,326,0,pop,932091,903887,"brazilian,pop,mpb,rnb",0.5,12,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Coringa #433,Jão,2021,1784,0,pop,951101,2550182,"brazilian,pop,mpb,rnb",0.62,5,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Socadona #495,Ludmilla,2021,1423,0,pop,308933,3230819,"brazilian,pop,mpb,rnb",0.22,6,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Anaconda #472,Luisa Sonza,2021,2180,0,pop,460103,4289838,"brazilian,pop,mpb,rnb",0.64,8,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Coringa #169,Jão,2021,4099,0,pop,35043,2532381,"brazilian,pop,mpb,rnb",0.71,7,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Envolver #376,Anitta,2021,3634,0,pop,980788,1728347,"brazilian,pop,mpb,rnb",0.77,7,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Pirata #342,Jão,2021,1363,0,pop,749342,3235711,"brazilian,pop,mpb,rnb",0.31,11,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Essa Eu Fiz Pro Nosso Amor #21,Jão,2021,4349,0,pop,334525,2616171,"brazilian,pop,mpb,rnb",0.27,14,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Girl From Rio #434,Anitta,2021,126,0,pop,965768,2724631,"brazilian,pop,mpb,rnb",0.4,8,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Menina Solta #483,Pop Brasil,2021,3196,0,pop,210031,400546,"brazilian,pop,mpb,rnb",0.84,7,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Verdinha #179,Ludmilla,2021,4202,0,pop,966518,4495945,"brazilian,pop,mpb,rnb",0.71,14,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Onde Você Mora #119,Pop Brasil,2021,3055,0,pop,889944,4144566,"brazilian,pop,mpb,rnb",0.69,15,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Onde Você Mora #337,Pop Brasil,2021,2054,0,pop,94112,1421038,"brazilian,pop,mpb,rnb",0.24,9,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Idiota #294,Jão,2021,3318,0,pop,741549,4833490,"brazilian,pop,mpb,rnb",0.42,10,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Principalmente Sinto Sua Falta #249,Luisa Sonza,2021,86,0,pop,610594,2648851,"brazilian,pop,mpb,rnb",0.13,3,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Sagrado Profano #357,Luisa Sonza,2021,3114,0,pop,455498,1461145,"brazilian,pop,mpb,rnb",0.11,13,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Verdinha #461,Ludmilla,2021,1710,0,pop,954955,1241767,"brazilian,pop,mpb,rnb",0.56,1,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Cheguei #258,Ludmilla,2021,1288,0,pop,794663,2436660,"brazilian,pop,mpb,rnb",0.79,5,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Deixa #96,Pop Brasil,2021,372,0,pop,648905,3114898,"brazilian,pop,mpb,rnb",0.24,1,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Envolver #219,Anitta,2021,2646,0,pop,397341,1292717,"brazilian,pop,mpb,rnb",0.9,9,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Campo de Morango #439,Luisa Sonza,2021,4284,0,pop,546336,1426556,"brazilian,pop,mpb,rnb",0.56,4,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_2
Campo de Morango #153,Luisa Sonza,2021,3693,0,pop,862347,1194975,"brazilian,pop,mpb,rnb",0.67,8,protesto,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Cheguei #174,Ludmilla,2021,4166,0,pop,969142,2588457,"brazilian,pop,mpb,rnb",0.19,4,cotidiano,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Idiota #218,Jão,2021,3140,0,pop,426480,1830793,"brazilian,pop,mpb,rnb",0.83,10,ostentação,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
Envolver #21,Anitta,2021,1583,0,pop,398532,4163489,"brazilian,pop,mpb,rnb",0.26,14,festa,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_1
Envolver #353,Anitta,2021,2224,0,pop,453458,4587989,"brazilian,pop,mpb,rnb",0.81,15,romance,124,0.8,0.8,0.7,0.1,-5,G,1,0.01,0.1,0,12.0,0.3,0.05,0.1,0.1,pop_3
